from,to_type,to_name,gene_name
6814,UniProtKB reviewed (Swiss-Prot),O00186,STXBP3
53942,UniProtKB reviewed (Swiss-Prot),O94779,CNTN5
1948,UniProtKB reviewed (Swiss-Prot),P52799,EFNB2|||EPLG5|||HTKL|||LERK5
6305,UniProtKB reviewed (Swiss-Prot),O95248,SBF1|||MTMR5
7979,UniProtKB reviewed (Swiss-Prot),P60896,SEM1|||C7orf76|||DSS1|||SHFDG1|||SHFM1
8515,UniProtKB reviewed (Swiss-Prot),O75578,ITGA10
8148,UniProtKB reviewed (Swiss-Prot),Q92804,TAF15|||RBP56|||TAF2N
5564,UniProtKB reviewed (Swiss-Prot),Q9Y478,PRKAB1|||AMPK
84248,UniProtKB reviewed (Swiss-Prot),Q96QD9,FYTTD1|||UIF
60561,UniProtKB reviewed (Swiss-Prot),Q6NUQ1,RINT1
115426,UniProtKB reviewed (Swiss-Prot),Q96PU4,UHRF2|||NIRF|||RNF107
3817,UniProtKB reviewed (Swiss-Prot),P20151,KLK2
25879,UniProtKB reviewed (Swiss-Prot),Q9NV06,DCAF13|||WDSOF1
8550,UniProtKB reviewed (Swiss-Prot),Q8IW41,MAPKAPK5|||PRAK
51444,UniProtKB reviewed (Swiss-Prot),Q8WVD3,RNF138|||NARF
5832,UniProtKB reviewed (Swiss-Prot),P54886,ALDH18A1|||GSAS|||P5CS|||PYCS
253430,UniProtKB reviewed (Swiss-Prot),Q8NFU5,IPMK|||IMPK
3612,UniProtKB reviewed (Swiss-Prot),P29218,IMPA1|||IMPA
4174,UniProtKB reviewed (Swiss-Prot),P33992,MCM5|||CDC46
6133,UniProtKB reviewed (Swiss-Prot),P32969,RPL9|||RPL9P7|||RPL9P8|||RPL9P9
12,UniProtKB reviewed (Swiss-Prot),P01011,SERPINA3|||AACT
8518,UniProtKB reviewed (Swiss-Prot),O95163,ELP1|||IKAP|||IKBKAP
51106,UniProtKB reviewed (Swiss-Prot),Q8WVM0,TFB1M
4353,UniProtKB reviewed (Swiss-Prot),P05164,MPO
4832,UniProtKB reviewed (Swiss-Prot),Q13232,NME3
865,UniProtKB reviewed (Swiss-Prot),Q13951,CBFB
1351,UniProtKB reviewed (Swiss-Prot),P10176,COX8A|||COX8|||COX8L
79958,UniProtKB reviewed (Swiss-Prot),Q8IV53,DENND1C|||FAM31C
9994,UniProtKB reviewed (Swiss-Prot),Q9UKL3,CASP8AP2|||FLASH|||KIAA1315|||RIP25
23646,UniProtKB reviewed (Swiss-Prot),Q8IV08,PLD3
2041,UniProtKB reviewed (Swiss-Prot),P21709,EPHA1|||EPH|||EPHT|||EPHT1
9924,UniProtKB reviewed (Swiss-Prot),Q504Q3,PAN2|||KIAA0710|||USP52
22984,UniProtKB reviewed (Swiss-Prot),Q14690,PDCD11|||KIAA0185
255631,UniProtKB reviewed (Swiss-Prot),Q17RW2,COL24A1
161882,UniProtKB reviewed (Swiss-Prot),Q8IX07,ZFPM1|||FOG1|||ZFN89A
5318,UniProtKB reviewed (Swiss-Prot),Q99959,PKP2
114791,UniProtKB reviewed (Swiss-Prot),Q96RT8,TUBGCP5|||GCP5|||KIAA1899
3421,UniProtKB reviewed (Swiss-Prot),P51553,IDH3G
123169,UniProtKB reviewed (Swiss-Prot),Q8WVC0,LEO1|||RDL
6598,UniProtKB reviewed (Swiss-Prot),Q12824,SMARCB1|||BAF47|||INI1|||SNF5L1
2689,UniProtKB reviewed (Swiss-Prot),P01242,GH2
221472,UniProtKB reviewed (Swiss-Prot),Q7Z6J4,FGD2|||ZFYVE4
114,UniProtKB reviewed (Swiss-Prot),P40145,ADCY8
29098,UniProtKB reviewed (Swiss-Prot),Q9HD47,RANGRF|||MOG1|||RANGNRF
5529,UniProtKB reviewed (Swiss-Prot),Q16537,PPP2R5E
6193,UniProtKB reviewed (Swiss-Prot),P46782,RPS5
1600,UniProtKB reviewed (Swiss-Prot),O75553,DAB1
6653,UniProtKB reviewed (Swiss-Prot),Q92673,SORL1|||C11orf32
3303,UniProtKB reviewed (Swiss-Prot),P0DMV8,HSPA1A|||HSP72|||HSPA1|||HSX70
3303,UniProtKB reviewed (Swiss-Prot),P0DMV9,HSPA1B|||HSP72
10262,UniProtKB reviewed (Swiss-Prot),Q15427,SF3B4|||SAP49
25831,UniProtKB reviewed (Swiss-Prot),Q9ULT8,HECTD1|||KIAA1131
2967,UniProtKB reviewed (Swiss-Prot),Q13889,GTF2H3
9154,UniProtKB reviewed (Swiss-Prot),O00337,SLC28A1|||CNT1
1211,UniProtKB reviewed (Swiss-Prot),P09496,CLTA
4641,UniProtKB reviewed (Swiss-Prot),O00159,MYO1C
5571,UniProtKB reviewed (Swiss-Prot),P54619,PRKAG1
1585,UniProtKB reviewed (Swiss-Prot),P19099,CYP11B2
8608,UniProtKB reviewed (Swiss-Prot),O75452,RDH16|||RODH4|||SDR9C8
1687,UniProtKB reviewed (Swiss-Prot),O60443,GSDME|||DFNA5|||ICERE1
5373,UniProtKB reviewed (Swiss-Prot),O15305,PMM2
5494,UniProtKB reviewed (Swiss-Prot),P35813,PPM1A|||PPPM1A
939,UniProtKB reviewed (Swiss-Prot),P26842,CD27|||TNFRSF7
5110,UniProtKB reviewed (Swiss-Prot),P22061,PCMT1
9962,UniProtKB reviewed (Swiss-Prot),Q9UGH3,SLC23A2|||KIAA0238|||NBTL1|||SLC23A1|||SVCT2|||YSPL2
10975,UniProtKB reviewed (Swiss-Prot),O14957,UQCR11|||UQCR
8359,UniProtKB reviewed (Swiss-Prot),P62805,H4C1|||H4C2|||H4C3|||H4C4|||H4C5|||H4C6|||H4C8|||H4C9|||H4C11|||H4C12|||H4C13|||H4C14|||H4C15|||H4C16|||H4/A|||H4FA|||HIST1H4A|||H4/I|||H4FI|||HIST1H4B|||H4/G|||H4FG|||HIST1H4C|||H4/B|||H4FB|||HIST1H4D|||H4/J|||H4FJ|||HIST1H4E|||H4/C|||H4FC|||HIST1H4F|||H4/H|||H4FH|||HIST1H4H|||H4/M|||H4FM|||HIST1H4I|||H4/E|||H4FE|||HIST1H4J|||H4/D|||H4FD|||HIST1H4K|||H4/K|||H4FK|||HIST1H4L|||H4/N|||H4F2|||H4FN|||HIST2H4|||HIST2H4A|||H4/O|||H4FO|||HIST2H4B|||H4-16|||HIST4H4
9886,UniProtKB reviewed (Swiss-Prot),O94844,RHOBTB1|||KIAA0740
1639,UniProtKB reviewed (Swiss-Prot),Q14203,DCTN1
846,UniProtKB reviewed (Swiss-Prot),P41180,CASR|||GPRC2A|||PCAR1
5216,UniProtKB reviewed (Swiss-Prot),P07737,PFN1
54438,UniProtKB reviewed (Swiss-Prot),Q9NXC2,GFOD1|||C6orf114
9647,UniProtKB reviewed (Swiss-Prot),P49593,PPM1F|||KIAA0015|||POPX2
256148,UniProtKB reviewed (Swiss-Prot),Q8NGB4,OR4S1
5919,UniProtKB reviewed (Swiss-Prot),Q99969,RARRES2|||TIG2
3654,UniProtKB reviewed (Swiss-Prot),P51617,IRAK1|||IRAK
27243,UniProtKB reviewed (Swiss-Prot),O43633,CHMP2A|||BC2|||CHMP2
55664,UniProtKB reviewed (Swiss-Prot),Q7L3B6,CDC37L1|||CDC37B|||HARC
1869,UniProtKB reviewed (Swiss-Prot),Q01094,E2F1|||RBBP3
9378,UniProtKB reviewed (Swiss-Prot),P58400,NRXN1
9378,UniProtKB reviewed (Swiss-Prot),Q9ULB1,NRXN1|||KIAA0578
10253,UniProtKB reviewed (Swiss-Prot),O43597,SPRY2
22899,UniProtKB reviewed (Swiss-Prot),O94989,ARHGEF15|||KIAA0915
6733,UniProtKB reviewed (Swiss-Prot),P78362,SRPK2
9340,UniProtKB reviewed (Swiss-Prot),O95838,GLP2R
51365,UniProtKB reviewed (Swiss-Prot),Q53H76,PLA1A|||NMD|||PSPLA1
8496,UniProtKB reviewed (Swiss-Prot),Q86W92,PPFIBP1|||KIAA1230
839,UniProtKB reviewed (Swiss-Prot),P55212,CASP6|||MCH2
23397,UniProtKB reviewed (Swiss-Prot),Q15003,NCAPH|||BRRN|||BRRN1|||CAPH|||KIAA0074
3795,UniProtKB reviewed (Swiss-Prot),P50053,KHK
347735,UniProtKB reviewed (Swiss-Prot),Q96SA4,SERINC2|||TDE2L
5269,UniProtKB reviewed (Swiss-Prot),P35237,SERPINB6|||PI6|||PTI
3906,UniProtKB reviewed (Swiss-Prot),P00709,LALBA|||LYZL7
11064,UniProtKB reviewed (Swiss-Prot),Q7Z7A1,CNTRL|||CEP1|||CEP110
5817,UniProtKB reviewed (Swiss-Prot),P15151,PVR|||PVS
4012,UniProtKB reviewed (Swiss-Prot),Q9UIQ6,LNPEP|||OTASE
4436,UniProtKB reviewed (Swiss-Prot),P43246,MSH2
79717,UniProtKB reviewed (Swiss-Prot),Q9HAB8,PPCS|||COAB
4919,UniProtKB reviewed (Swiss-Prot),Q01973,ROR1|||NTRKR1
3709,UniProtKB reviewed (Swiss-Prot),Q14571,ITPR2
25796,UniProtKB reviewed (Swiss-Prot),O95336,PGLS
6813,UniProtKB reviewed (Swiss-Prot),Q15833,STXBP2|||UNC18B
6583,UniProtKB reviewed (Swiss-Prot),Q9H015,SLC22A4|||ETT|||OCTN1|||UT2H
124540,UniProtKB reviewed (Swiss-Prot),Q96DH6,MSI2
8803,UniProtKB reviewed (Swiss-Prot),Q9P2R7,SUCLA2
1763,UniProtKB reviewed (Swiss-Prot),P51530,DNA2|||DNA2L|||KIAA0083
1562,UniProtKB reviewed (Swiss-Prot),P33260,CYP2C18
712,UniProtKB reviewed (Swiss-Prot),P02745,C1QA
4548,UniProtKB reviewed (Swiss-Prot),Q99707,MTR
8504,UniProtKB reviewed (Swiss-Prot),P56589,PEX3
7695,UniProtKB reviewed (Swiss-Prot),P52737,ZNF136
7832,UniProtKB reviewed (Swiss-Prot),P78543,BTG2|||PC3
1141,UniProtKB reviewed (Swiss-Prot),P17787,CHRNB2
64065,UniProtKB reviewed (Swiss-Prot),Q96FX8,PERP|||KCP1|||KRTCAP1|||PIGPC1|||THW
10627,UniProtKB reviewed (Swiss-Prot),O14950,MYL12B|||MRLC2|||MYLC2B
10627,UniProtKB reviewed (Swiss-Prot),P19105,MYL12A|||MLCB|||MRLC3|||RLC
80128,UniProtKB reviewed (Swiss-Prot),Q7Z4K8,TRIM46|||TRIFIC
7411,UniProtKB reviewed (Swiss-Prot),P61758,VBP1|||PFDN3
5747,UniProtKB reviewed (Swiss-Prot),Q05397,PTK2|||FAK|||FAK1
6656,UniProtKB reviewed (Swiss-Prot),O00570,SOX1
55039,UniProtKB reviewed (Swiss-Prot),Q53H54,TRMT12|||TRM12|||TYW2
7318,UniProtKB reviewed (Swiss-Prot),P41226,UBA7|||UBE1L|||UBE2
57542,UniProtKB reviewed (Swiss-Prot),Q9P2K6,KLHL42|||KIAA1340|||KLHDC5
25937,UniProtKB reviewed (Swiss-Prot),Q9GZV5,WWTR1|||TAZ
10272,UniProtKB reviewed (Swiss-Prot),O95633,FSTL3|||FLRG
65123,UniProtKB reviewed (Swiss-Prot),Q68E01,INTS3|||C1orf193|||C1orf60
153,UniProtKB reviewed (Swiss-Prot),P08588,ADRB1|||ADRB1R|||B1AR
3156,UniProtKB reviewed (Swiss-Prot),P04035,HMGCR
5929,UniProtKB reviewed (Swiss-Prot),Q15291,RBBP5|||RBQ3
8780,UniProtKB reviewed (Swiss-Prot),O14730,RIOK3|||SUDD
255967,UniProtKB reviewed (Swiss-Prot),Q58A45,PAN3
55971,UniProtKB reviewed (Swiss-Prot),Q9UHR4,BAIAP2L1|||IRTKS
3351,UniProtKB reviewed (Swiss-Prot),P28222,HTR1B|||HTR1DB
4245,UniProtKB reviewed (Swiss-Prot),P26572,MGAT1|||GGNT1|||GLCT1|||GLYT1|||MGAT
581,UniProtKB reviewed (Swiss-Prot),Q07812,BAX|||BCL2L4
4880,UniProtKB reviewed (Swiss-Prot),P23582,NPPC|||CNP2
2050,UniProtKB reviewed (Swiss-Prot),P54760,EPHB4|||HTK|||MYK1|||TYRO11
53981,UniProtKB reviewed (Swiss-Prot),Q9P2I0,CPSF2|||CPSF100|||KIAA1367
22865,UniProtKB reviewed (Swiss-Prot),O94933,SLITRK3|||KIAA0848
730087,UniProtKB reviewed (Swiss-Prot),A6NNF4,ZNF726
2865,UniProtKB reviewed (Swiss-Prot),O14843,FFAR3|||GPR41
79694,UniProtKB reviewed (Swiss-Prot),Q5SRI9,MANEA
29028,UniProtKB reviewed (Swiss-Prot),Q6PL18,ATAD2
5606,UniProtKB reviewed (Swiss-Prot),P46734,MAP2K3|||MEK3|||MKK3|||PRKMK3|||SKK2
7270,UniProtKB reviewed (Swiss-Prot),Q15361,TTF1
54556,UniProtKB reviewed (Swiss-Prot),Q9NXR8,ING3
8477,UniProtKB reviewed (Swiss-Prot),Q8IYL9,GPR65|||TDAG8
30833,UniProtKB reviewed (Swiss-Prot),Q8TCD5,NT5C|||DNT1|||UMPH2
6925,UniProtKB reviewed (Swiss-Prot),P15884,TCF4|||BHLHB19|||ITF2|||SEF2
6120,UniProtKB reviewed (Swiss-Prot),Q96AT9,RPE
7027,UniProtKB reviewed (Swiss-Prot),Q14186,TFDP1|||DP1
55125,UniProtKB reviewed (Swiss-Prot),Q8TEP8,CEP192|||KIAA1569
54930,UniProtKB reviewed (Swiss-Prot),Q9H6D7,HAUS4|||C14orf94
2319,UniProtKB reviewed (Swiss-Prot),Q14254,FLOT2|||ESA1|||M17S1
51604,UniProtKB reviewed (Swiss-Prot),Q969N2,PIGT
84057,UniProtKB reviewed (Swiss-Prot),Q9BWT6,MND1|||GAJ
3552,UniProtKB reviewed (Swiss-Prot),P01583,IL1A|||IL1F1
8407,UniProtKB reviewed (Swiss-Prot),P37802,TAGLN2|||KIAA0120
81620,UniProtKB reviewed (Swiss-Prot),Q9H211,CDT1
85313,UniProtKB reviewed (Swiss-Prot),Q8WUA2,PPIL4
4350,UniProtKB reviewed (Swiss-Prot),P29372,MPG|||AAG|||ANPG|||MID1
27329,UniProtKB reviewed (Swiss-Prot),Q9Y5C1,ANGPTL3|||ANGPT5
115548,UniProtKB reviewed (Swiss-Prot),Q0JRZ9,FCHO2
265,UniProtKB reviewed (Swiss-Prot),Q99217,AMELX|||AMG|||AMGX
632,UniProtKB reviewed (Swiss-Prot),P02818,BGLAP
4992,UniProtKB reviewed (Swiss-Prot),O43749,OR1F1|||OLFMF|||OR1F10|||OR1F4|||OR1F5|||OR1F6|||OR1F7|||OR1F8|||OR1F9
84447,UniProtKB reviewed (Swiss-Prot),Q86TM6,SYVN1|||HRD1|||KIAA1810
6934,UniProtKB reviewed (Swiss-Prot),Q9NQB0,TCF7L2|||TCF4
6618,UniProtKB reviewed (Swiss-Prot),Q13487,SNAPC2|||SNAP45
7046,UniProtKB reviewed (Swiss-Prot),P36897,TGFBR1|||ALK5|||SKR4
1301,UniProtKB reviewed (Swiss-Prot),P12107,COL11A1|||COLL6
10432,UniProtKB reviewed (Swiss-Prot),Q96PK6,RBM14|||SIP
219333,UniProtKB reviewed (Swiss-Prot),O75317,USP12|||UBH1|||USP12L1
56975,UniProtKB reviewed (Swiss-Prot),Q8IXL6,FAM20C|||DMP4
84364,UniProtKB reviewed (Swiss-Prot),Q8N6H7,ARFGAP2|||ZNF289
6753,UniProtKB reviewed (Swiss-Prot),P32745,SSTR3
285973,UniProtKB reviewed (Swiss-Prot),Q674R7,ATG9B|||APG9L2|||NOS3AS
348,UniProtKB reviewed (Swiss-Prot),P02649,APOE
8324,UniProtKB reviewed (Swiss-Prot),O75084,FZD7
4357,UniProtKB reviewed (Swiss-Prot),P25325,MPST|||TST2
904,UniProtKB reviewed (Swiss-Prot),O60563,CCNT1
23471,UniProtKB reviewed (Swiss-Prot),Q15629,TRAM1|||TRAM
55585,UniProtKB reviewed (Swiss-Prot),Q7Z7E8,UBE2Q1|||NICE5|||UBE2Q
10346,UniProtKB reviewed (Swiss-Prot),Q8IYM9,TRIM22|||RNF94|||STAF50
7430,UniProtKB reviewed (Swiss-Prot),P15311,EZR|||VIL2
153201,UniProtKB reviewed (Swiss-Prot),Q495M3,SLC36A2|||PAT2|||TRAMD1
3169,UniProtKB reviewed (Swiss-Prot),P55317,FOXA1|||HNF3A|||TCF3A
655,UniProtKB reviewed (Swiss-Prot),P18075,BMP7|||OP1
1058,UniProtKB reviewed (Swiss-Prot),P49450,CENPA
50807,UniProtKB reviewed (Swiss-Prot),Q9ULH1,ASAP1|||DDEF1|||KIAA1249|||PAG2
55738,UniProtKB reviewed (Swiss-Prot),Q8N6T3,ARFGAP1|||ARF1GAP
831,UniProtKB reviewed (Swiss-Prot),P20810,CAST
2744,UniProtKB reviewed (Swiss-Prot),O94925,GLS|||GLS1|||KIAA0838
64928,UniProtKB reviewed (Swiss-Prot),Q6P1L8,MRPL14|||MRPL32|||RPML32
5238,UniProtKB reviewed (Swiss-Prot),O95394,PGM3|||AGM1
51333,UniProtKB reviewed (Swiss-Prot),Q7L3S4,ZNF771
91833,UniProtKB reviewed (Swiss-Prot),Q8TBZ3,WDR20
2147,UniProtKB reviewed (Swiss-Prot),P00734,F2
30814,UniProtKB reviewed (Swiss-Prot),Q9NZK7,PLA2G2E
109,UniProtKB reviewed (Swiss-Prot),O60266,ADCY3|||KIAA0511
6944,UniProtKB reviewed (Swiss-Prot),Q15906,VPS72|||TCFL1|||YL1
220988,UniProtKB reviewed (Swiss-Prot),P51991,HNRNPA3|||HNRPA3
11154,UniProtKB reviewed (Swiss-Prot),Q9Y587,AP4S1
5376,UniProtKB reviewed (Swiss-Prot),Q01453,PMP22|||GAS3
4801,UniProtKB reviewed (Swiss-Prot),P25208,NFYB|||HAP3
10113,UniProtKB reviewed (Swiss-Prot),Q9HCU5,PREB|||SEC12
25963,UniProtKB reviewed (Swiss-Prot),Q8NBN3,TMEM87A
917,UniProtKB reviewed (Swiss-Prot),P09693,CD3G|||T3G
10092,UniProtKB reviewed (Swiss-Prot),O15511,ARPC5|||ARC16
4715,UniProtKB reviewed (Swiss-Prot),Q9Y6M9,NDUFB9|||LYRM3|||UQOR22
9909,UniProtKB reviewed (Swiss-Prot),O75064,DENND4B|||KIAA0476
2177,UniProtKB reviewed (Swiss-Prot),Q9BXW9,FANCD2|||FACD
8394,UniProtKB reviewed (Swiss-Prot),Q99755,PIP5K1A
2798,UniProtKB reviewed (Swiss-Prot),P30968,GNRHR|||GRHR
8050,UniProtKB reviewed (Swiss-Prot),O00330,PDHX|||PDX1
54956,UniProtKB reviewed (Swiss-Prot),Q8N5Y8,PARP16|||ARTD15|||C15orf30
203068,UniProtKB reviewed (Swiss-Prot),P07437,TUBB|||TUBB5
142680,UniProtKB reviewed (Swiss-Prot),Q8N130,SLC34A3|||NPT2C|||NPTIIC
10589,UniProtKB reviewed (Swiss-Prot),Q14919,DRAP1
7101,UniProtKB reviewed (Swiss-Prot),Q9Y466,NR2E1|||TLX
59345,UniProtKB reviewed (Swiss-Prot),Q9HAV0,GNB4
230,UniProtKB reviewed (Swiss-Prot),P09972,ALDOC|||ALDC
5338,UniProtKB reviewed (Swiss-Prot),O14939,PLD2
51209,UniProtKB reviewed (Swiss-Prot),Q9NP90,RAB9B|||RAB9L
83732,UniProtKB reviewed (Swiss-Prot),Q9BRS2,RIOK1|||RIO1
5290,UniProtKB reviewed (Swiss-Prot),P42336,PIK3CA
3361,UniProtKB reviewed (Swiss-Prot),P47898,HTR5A
51330,UniProtKB reviewed (Swiss-Prot),Q9NP84,TNFRSF12A|||FN14
2581,UniProtKB reviewed (Swiss-Prot),P54803,GALC
79791,UniProtKB reviewed (Swiss-Prot),Q5XUX0,FBXO31|||FBX14|||FBX31
9139,UniProtKB reviewed (Swiss-Prot),O43439,CBFA2T2|||EHT|||MTGR1
10174,UniProtKB reviewed (Swiss-Prot),O60504,SORBS3|||SCAM1
11224,UniProtKB reviewed (Swiss-Prot),P42766,RPL35
7874,UniProtKB reviewed (Swiss-Prot),Q93009,USP7|||HAUSP
6730,UniProtKB reviewed (Swiss-Prot),Q9UHB9,SRP68
157,UniProtKB reviewed (Swiss-Prot),P35626,GRK3|||ADRBK2|||BARK2
117155,UniProtKB reviewed (Swiss-Prot),Q96P56,CATSPER2
10320,UniProtKB reviewed (Swiss-Prot),Q13422,IKZF1|||IK1|||IKAROS|||LYF1|||ZNFN1A1
9695,UniProtKB reviewed (Swiss-Prot),Q92611,EDEM1|||EDEM|||KIAA0212
6837,UniProtKB reviewed (Swiss-Prot),Q15528,MED22|||SURF5
6309,UniProtKB reviewed (Swiss-Prot),O75845,SC5D|||SC5DL
55687,UniProtKB reviewed (Swiss-Prot),O75648,TRMU|||MTU1|||TRMT1
63917,UniProtKB reviewed (Swiss-Prot),Q8NCW6,GALNT11
10471,UniProtKB reviewed (Swiss-Prot),O15212,PFDN6|||HKE2|||PFD6
1674,UniProtKB reviewed (Swiss-Prot),P17661,DES
57488,UniProtKB reviewed (Swiss-Prot),A0FGR8,ESYT2|||FAM62B|||KIAA1228
23011,UniProtKB reviewed (Swiss-Prot),Q9UL25,RAB21|||KIAA0118
22918,UniProtKB reviewed (Swiss-Prot),Q9NPY3,CD93|||C1QR1|||MXRA4
64976,UniProtKB reviewed (Swiss-Prot),Q9NQ50,MRPL40|||NLVCF|||URIM
4724,UniProtKB reviewed (Swiss-Prot),O43181,NDUFS4
284309,UniProtKB reviewed (Swiss-Prot),Q68DI1,ZNF776
54407,UniProtKB reviewed (Swiss-Prot),Q96QD8,SLC38A2|||ATA2|||KIAA1382|||SAT2|||SNAT2
7753,UniProtKB reviewed (Swiss-Prot),O95125,ZNF202|||ZKSCAN10
5654,UniProtKB reviewed (Swiss-Prot),Q92743,HTRA1|||HTRA|||PRSS11
1604,UniProtKB reviewed (Swiss-Prot),P08174,CD55|||CR|||DAF
6427,UniProtKB reviewed (Swiss-Prot),Q01130,SRSF2|||SFRS2
80304,UniProtKB reviewed (Swiss-Prot),Q9H6R7,WDCP|||C2orf44
170692,UniProtKB reviewed (Swiss-Prot),Q8TE60,ADAMTS18|||ADAMTS21
10139,UniProtKB reviewed (Swiss-Prot),Q13795,ARFRP1|||ARP1
54496,UniProtKB reviewed (Swiss-Prot),Q9NVM4,PRMT7|||KIAA1933
9101,UniProtKB reviewed (Swiss-Prot),P40818,USP8|||KIAA0055|||UBPY
10985,UniProtKB reviewed (Swiss-Prot),Q92616,GCN1|||GCN1L1|||KIAA0219
3077,UniProtKB reviewed (Swiss-Prot),Q30201,HFE|||HLAH
118,UniProtKB reviewed (Swiss-Prot),P35611,ADD1|||ADDA
10915,UniProtKB reviewed (Swiss-Prot),O14776,TCERG1|||CA150|||TAF2S
7328,UniProtKB reviewed (Swiss-Prot),P62256,UBE2H
1022,UniProtKB reviewed (Swiss-Prot),P50613,CDK7|||CAK|||CAK1|||CDKN7|||MO15|||STK1
11033,UniProtKB reviewed (Swiss-Prot),O75689,ADAP1|||CENTA1
4159,UniProtKB reviewed (Swiss-Prot),P41968,MC3R
23250,UniProtKB reviewed (Swiss-Prot),P98196,ATP11A|||ATPIH|||ATPIS|||KIAA1021
55863,UniProtKB reviewed (Swiss-Prot),Q8IUX1,TMEM126B
57514,UniProtKB reviewed (Swiss-Prot),Q2M1Z3,ARHGAP31|||CDGAP|||KIAA1204
9261,UniProtKB reviewed (Swiss-Prot),P49137,MAPKAPK2
6548,UniProtKB reviewed (Swiss-Prot),P19634,SLC9A1|||APNH1|||NHE1
8877,UniProtKB reviewed (Swiss-Prot),Q9NYA1,SPHK1|||SK1|||SPHK|||SPK
51400,UniProtKB reviewed (Swiss-Prot),Q9Y570,PPME1|||PME1
55824,UniProtKB reviewed (Swiss-Prot),Q9NWQ8,PAG1|||CBP|||PAG
27173,UniProtKB reviewed (Swiss-Prot),Q9NY26,SLC39A1|||IRT1|||ZIP1|||ZIRTL
6286,UniProtKB reviewed (Swiss-Prot),P25815,S100P|||S100E
8570,UniProtKB reviewed (Swiss-Prot),Q92945,KHSRP|||FUBP2
3444,UniProtKB reviewed (Swiss-Prot),P01567,IFNA7
619279,UniProtKB reviewed (Swiss-Prot),Q6ZNC4,ZNF704
2846,UniProtKB reviewed (Swiss-Prot),Q99677,LPAR4|||GPR23|||LPA4|||P2RY9
29943,UniProtKB reviewed (Swiss-Prot),Q9ULC6,PADI1|||PAD1|||PDI1
1540,UniProtKB reviewed (Swiss-Prot),Q9NQC7,CYLD|||CYLD1|||KIAA0849
5533,UniProtKB reviewed (Swiss-Prot),P48454,PPP3CC|||CALNA3|||CNA3
6500,UniProtKB reviewed (Swiss-Prot),P63208,SKP1|||EMC19|||OCP2|||SKP1A|||TCEB1L
2693,UniProtKB reviewed (Swiss-Prot),Q92847,GHSR
1176,UniProtKB reviewed (Swiss-Prot),Q92572,AP3S1|||CLAPS3
4976,UniProtKB reviewed (Swiss-Prot),O60313,OPA1|||KIAA0567
391191,UniProtKB reviewed (Swiss-Prot),Q8NG84,OR2AK2|||OR2AK1P
1936,UniProtKB reviewed (Swiss-Prot),P29692,EEF1D|||EF1D
30001,UniProtKB reviewed (Swiss-Prot),Q96HE7,ERO1A|||ERO1L
5147,UniProtKB reviewed (Swiss-Prot),O43924,PDE6D|||PDED
3786,UniProtKB reviewed (Swiss-Prot),O43525,KCNQ3
5933,UniProtKB reviewed (Swiss-Prot),P28749,RBL1
55850,UniProtKB reviewed (Swiss-Prot),Q9NZ43,USE1|||USE1L
79027,UniProtKB reviewed (Swiss-Prot),Q8N720,ZNF655|||VIK
2010,UniProtKB reviewed (Swiss-Prot),P50402,EMD|||EDMD|||STA
284383,UniProtKB reviewed (Swiss-Prot),Q8NG97,OR2Z1|||OR2Z2
56956,UniProtKB reviewed (Swiss-Prot),Q9NQ69,LHX9
11075,UniProtKB reviewed (Swiss-Prot),Q93045,STMN2|||SCG10|||SCGN10
8555,UniProtKB reviewed (Swiss-Prot),O60729,CDC14B
8613,UniProtKB reviewed (Swiss-Prot),O14495,PLPP3|||LPP3|||PPAP2B
53637,UniProtKB reviewed (Swiss-Prot),Q9H228,S1PR5|||EDG8
92283,UniProtKB reviewed (Swiss-Prot),Q8TAF7,ZNF461|||GIOT1
57492,UniProtKB reviewed (Swiss-Prot),Q8NFD5,ARID1B|||BAF250B|||DAN15|||KIAA1235|||OSA2
1659,UniProtKB reviewed (Swiss-Prot),Q14562,DHX8|||DDX8
10056,UniProtKB reviewed (Swiss-Prot),Q9NSD9,FARSB|||FARSLB|||FRSB
266743,UniProtKB reviewed (Swiss-Prot),Q8IUM7,NPAS4|||BHLHE79|||NXF|||PASD10
6622,UniProtKB reviewed (Swiss-Prot),P37840,SNCA|||NACP|||PARK1
1464,UniProtKB reviewed (Swiss-Prot),Q6UVK1,CSPG4|||MCSP
4607,UniProtKB reviewed (Swiss-Prot),Q14896,MYBPC3
10963,UniProtKB reviewed (Swiss-Prot),P31948,STIP1
25816,UniProtKB reviewed (Swiss-Prot),O95379,TNFAIP8
3556,UniProtKB reviewed (Swiss-Prot),Q9NPH3,IL1RAP|||C3orf13|||IL1R3
55257,UniProtKB reviewed (Swiss-Prot),Q9NV56,MRGBP|||C20orf20
91319,UniProtKB reviewed (Swiss-Prot),Q96Q80,DERL3|||C22orf14|||DER3|||LLN2
29978,UniProtKB reviewed (Swiss-Prot),Q9UHD9,UBQLN2|||N4BP4|||PLIC2
6836,UniProtKB reviewed (Swiss-Prot),O15260,SURF4|||SURF-4
27333,UniProtKB reviewed (Swiss-Prot),O00461,GOLIM4|||GIMPC|||GOLPH4|||GPP130
1962,UniProtKB reviewed (Swiss-Prot),Q08426,EHHADH|||ECHD
51385,UniProtKB reviewed (Swiss-Prot),Q86UQ0,ZNF589|||SZF1
6715,UniProtKB reviewed (Swiss-Prot),P18405,SRD5A1
